Title,Company,Rating,Reviews,Experience,Salary,Location,Job_Description,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Posted_On,Category,Exp_Min_Years,Salary_Mid_LPA,City
Sitecore Developer/Lead,Vayuz Technologies,3.8,24  Reviews,8-10 Yrs,Not disclosed,Bengaluru,At least 6 years of experience in Sitecore & 10 years of experience in .NET Experience ...,Sitecore,.Net,IAM,Hybrid implementations,Design Patterns,Azure Search,Code quality tools,Architectural Patterns,15 Days Ago,Engineering_Software_QA,8.0,,Bengaluru
Staff Consultant,Apps Associates,3.9,135  Reviews,2-6 Yrs,Not disclosed,Hyderabad,Education qualification: Prefer BE / BTech/ MTech/ MCA/ MSc Computers or any Graduate. ...,Oracle EBS,Technical Documentation,XML Publisher,PL/SQL,OAF,Agile,SQL,Documentation,15 Days Ago,Engineering_Software_QA,2.0,,Hyderabad
Quality Analyst - Lead,Techgrit,,,5-10 Yrs,Not disclosed,Remote,Responsibilities Provide QA support for new/existing software applications Use the Robo...,Automation Testing,CSS,HTML,QA,GIT,MySQL,JavaScript,Robot Framework,15 Days Ago,Engineering_Software_QA,5.0,,Remote
Data and MLOps Engineer,Continental,4.0,409  Reviews,2-5 Yrs,Not disclosed,Bengaluru,Supporting prototyping activities and driving minimum viable products (MVP).  Take resp...,Computer science,continuous integration,github,Automation testing,GIT,NoSQL,Machine learning,Scrum,15 Days Ago,Engineering_Software_QA,2.0,,Bengaluru
Backend Developer 1,Nxtwave Disruptive Technologies,3.9,473  Reviews,1-2 Yrs,Not disclosed,Hyderabad,Good problem solving skills Develop REST & GraphQL APIs required for the applications W...,java,mysql,API,Python,Development,Backend,,,15 Days Ago,Engineering_Software_QA,1.0,,Hyderabad
Frontend Developer - 2,Nxtwave Disruptive Technologies,3.9,473  Reviews,2-4 Yrs,Not disclosed,Hyderabad,"Qualifications and Skills: 2-4 Years of experience Strong proficiency in HTML, CSS, an...",redux,react js,Design,Angularjs,git,api,hooks,Development,15 Days Ago,Engineering_Software_QA,2.0,,Hyderabad
Firmware Engineer,Orbcomm Technologies,3.6,19  Reviews,4-7 Yrs,16-18 Lacs PA,Hybrid - Hyderabad,About the Opportunity:  Firmware Engineer The Firmware Engineer will be part of the tea...,C Programming Language,Firmware,RTOS,Pytho,Tpc,IP,C,Languages,16 Days Ago,Engineering_Software_QA,4.0,17.0,Hyderabad
Sitecore Developer,Technogen,4.1,60  Reviews,5-8 Yrs,Not disclosed,Hybrid - Hyderabad,"Role & responsibilities  Bachelor's degree in Computer Science, Computer Information Sy...",Sitecore Development,Rest Api Development,Sitecore,Development,API,Rest,,,16 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
PHP Laravel Developer,Ladybird Web Solution,3.5,32  Reviews,1-6 Yrs,Not disclosed,"Dharmapuri, Kodagu, Bengaluru",Overview This position is open to experienced PHP Laravel Developers. You will be work...,Laravel,Rest Api Design,Php Laravel,PHP,Ajax,Development,Rest,API,16 Days Ago,Engineering_Software_QA,1.0,,Dharmapuri
Big Data Engineer,Callesto,,,5-8 Yrs,10-16 Lacs PA,Hybrid - Bengaluru,"- Should have 6 years of experience in Big data, spark, Scala, AWS/GCP.",SCALA,Big Data,Spark,Data,,,,,7 Days Ago,Engineering_Software_QA,5.0,13.0,Bengaluru
Full Stack Engineer-React,Caspex Corp,4.1,16  Reviews,7-11 Yrs,Not disclosed,Hyderabad,5-8 years working experience in software developmentExperience developing web applicat...,Microservices,Java,Lambdas,Rest APIs,React.js,AWS,Full Stack,Lambda Expressions,18 Days Ago,Engineering_Software_QA,7.0,,Hyderabad
React Lead,ATMECS Global,3.5,194  Reviews,9-10 Yrs,Not disclosed,"Hyderabad, Bengaluru",Perform code reviews and ensure code quality through automated linting. and code analys...,ReactJS,React Native,NodejS,Native,Node.js,React.js,,,28 Days Ago,Engineering_Software_QA,9.0,,Hyderabad
Java Script Lead,i exceed,3.0,111  Reviews,6-10 Yrs,Not disclosed,Bengaluru,"Experience in any UI / Frontend Web apps development platform application development, ...",Javascript,Typescript,JQuery,,,,,,19 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
Sr Node. JS Developer,Incubit Global Business Services,4.6,21  Reviews,5-7 Yrs,Not disclosed,Bengaluru,The Senior Node.js Developer will play a critical role in developing innovative backend...,Node. JS,NoSQL,database technologies,NestJS,gRPC,microservices,RESTful,GraphQL architectures,16 Days Ago,Engineering_Software_QA,5.0,,Bengaluru
Team Lead - Dot Net,Checkmark India,3.4,16  Reviews,5-9 Yrs,Not disclosed,Hyderabad,Role & responsibilities . - Must have 5 years of Experience in .NET. - Must have a bach...,Dot Net,object-oriented programming,LINQ,Visual Basic,Microsoft SQL Server,JavaScript,Entity Framework,MSSQL,16 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
C++ Manager,Checkmark India,3.4,16  Reviews,10-14 Yrs,Not disclosed,Hyderabad,Masters / Bachelors degree in Computer Science or related fieldMasters degree preferred...,C++,C,WX widgets,Objective-C,MAC Development,MFC,Mac Support,Development,16 Days Ago,Engineering_Software_QA,10.0,,Hyderabad
Chief Technology Officer - KL University Hyderabad,K L University,3.8,275  Reviews,10-15 Yrs,Not disclosed,Hyderabad,MBA or other relevant graduate degree is added advantageProven experience as a CTO or s...,CTO,Technology Operations,SAP ERP Implementation,Software Implementation,Lab Management,IT Strategy Planning,IT Service Delivery,IT Operations,17 Days Ago,Engineering_Software_QA,10.0,,Hyderabad
Senior software engineer,E2Open,3.5,257  Reviews,4-8 Yrs,Not disclosed,Hybrid - Hyderabad,POSITION OVERVIEWThe Senior Software Engineer role is an intermediate level position w...,java,Spring Boot,javascript,Hibernate,Design Patterns,JSP,Java Development,Full Stack,17 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Staff Software Developer,E2Open,3.5,257  Reviews,6-10 Yrs,20-25 Lacs PA,Hyderabad,"Position Summary:Its our job to expand, improve and maintain the transportation manage...",spring boot,java,PLSQL,microservices,sql,Software development,Software,Spring,17 Days Ago,Engineering_Software_QA,6.0,22.5,Hyderabad
"SPE Manager - AWS, Python / Java, React",Winning Edge,2.5,3  Reviews,11-13 Yrs,Not disclosed,Bengaluru,Required Experience:12+ years of experience.Prior Development experience with Python/Ja...,Team leading,Scrum,AWS,Python,agile methodology,Java,GitHub,React,17 Days Ago,Engineering_Software_QA,11.0,,Bengaluru
"Data Engineer ( AWS, Python, ITSM )",Winning Edge,2.5,3  Reviews,5-8 Yrs,Not disclosed,Bengaluru,"5+ years hands-on experience with AWS services, AWS Cloudformation(CFT), CI / CD, AWSAp...",AWS,ElastiCache RedShift,ITSM,CI/CD,PLSQL,DynamoDB,Incident Management,SQL,17 Days Ago,Engineering_Software_QA,5.0,,Bengaluru
Test Developer,Digiai Solutions,,,6-8 Yrs,Not disclosed,"Bengaluru, Electronic City",Experience from SystemWeaver requirement management tool from Systemite is beneficial. ...,Test Development,Java,CAN,test automation,manual testing,Pytest,test scripts,Python,17 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
SDET - Test Automation Lead,Winning Edge,2.5,3  Reviews,8-12 Yrs,Not disclosed,Bengaluru,2+ years of Test Automation experience with GUI (Front end) and non-GUI based applicati...,Test Automation,Postman,PyTest,Java,GitHub,Cypress,Selenium,AWS,17 Days Ago,Engineering_Software_QA,8.0,,Bengaluru
.Net Developer,GigDe,4.0,52  Reviews,4-9 Yrs,Not disclosed,"Hyderabad, Bengaluru",We are seeking a talented .NET Developer with experience in React to join our developme...,.Net,C#,DevOps,Azure,Git,Agile development,JavaScript,CI/CD,17 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Technical Consultant- SAP PI BTP,Computacenter,4.3,193  Reviews,2-6 Yrs,Not disclosed,Bengaluru,Must at least have experiences with XML and JSON integration formatsExperience in Integ...,SAP,PowerShell,C++,XQuery,SAP BTP,SAP PI BTP,SAP CPI,XSLT,17 Days Ago,Engineering_Software_QA,2.0,,Bengaluru
ETL Testing,Apex 2000,4.6,4  Reviews,4-7 Yrs,Not disclosed,Bengaluru,Apex-2000 is looking for ETL Testing to join our dynamic team and embark on a rewardi...,operations management,data analysis,data management,data analytics,team management,mis reporting,data validation,clinical data management,16 Days Ago,Engineering_Software_QA,4.0,,Bengaluru
SAP EWM Functional Consultant,Pradeepit Consulting Services,4.8,49  Reviews,6-10 Yrs,Not disclosed,Bengaluru,"The ideal candidate should possess a strong understanding of EWM business processes, sy...",variant configuration,sap ewm,SAP,System design,Subject Matter Expert,Subject,Design,Consulting,16 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
Salesforce Commerce,Pradeepit Consulting Services,4.8,49  Reviews,6-8 Yrs,Not disclosed,Bengaluru,Worked on B2B commerce cloud and have a good understanding of data model . Should have ...,Backend,B2B,Front end,Data modeling,Debugging,Cloud,Commerce,Apex,16 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
React NextJs Developer,Pradeepit Consulting Services,4.8,49  Reviews,3-7 Yrs,Not disclosed,Bengaluru,Bachelors Degree in IT or related functional business area or equivalent experienceAssi...,CSS,jQuery,Web development,Debugging,Javascript,Performance testing,HTML,Unit testing,16 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
Lead Spartacus Developer,Pradeepit Consulting Services,4.8,49  Reviews,6-8 Yrs,Not disclosed,Bengaluru,Bachelors Degree . Experience: Minimum of 6+ years . Required Skills: . Proven experien...,Project development,Interpersonal skills,SAP,Front end,Debugging,Software development life cycle,Javascript,Management,16 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
Senior Dashboard Tester / Senior ETL Tester,Nous Infosystems,4.0,267  Reviews,7-10 Yrs,Not disclosed,Bengaluru,Ability to transform complex business logic into SQL or PL/SQL queries.     Define c...,Automation,Data migration,Testing tools,Test management,Test execution,Regression testing,Informatica,Selenium,16 Days Ago,Engineering_Software_QA,7.0,,Bengaluru
Senior AWS Data Engineer / Lead,Nous Infosystems,4.0,267  Reviews,8-10 Yrs,Not disclosed,Bengaluru,Bachelor s or Master s degree in Computer Science or related fields with 8-10 years of ...,metadata,github,orchestration,data integrity,Informatica,Apache,Operations,SQL,16 Days Ago,Engineering_Software_QA,8.0,,Bengaluru
"Product Developer-.NET, Angular",Epicor,3.6,137  Reviews,3-5 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in computer science, Computer Engineering, MCA, or related technical ...",Content management,ERP,Front end,Analytical,Cloud,HTML,Application development,SQL,16 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
Sr Quality Performance Engineer,Snow Planet,,,3-8 Yrs,Not disclosed,Hyderabad,"Proven experience with concurrency, multithreading, and distributed system architecture...",Automation,Multithreading,MySQL,Shell scripting,Javascript,Performance testing,Application development,Oracle,16 Days Ago,Engineering_Software_QA,3.0,,Hyderabad
Sr. Software Engineer - Ad Engineering,Roku,3.5,37  Reviews,3-6 Yrs,Not disclosed,Bengaluru,"Experience with distributed caching, SQL / NO SQL, and other databases is a plusExperie...",C++,GCP,Data structures,Healthcare,Distribution system,Object oriented programming,Advertising,SQL,16 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
"Senior Software Engineer, Cloud Services",Roku,3.5,37  Reviews,4-7 Yrs,Not disclosed,Bengaluru,Demonstrated ability to drive timely consensus in design with other senior team members...,Backend,Publishing,Coding,MySQL,Healthcare,JSON,Product design,Distribution system,16 Days Ago,Engineering_Software_QA,4.0,,Bengaluru
Senior Solution Architect,Fujitsu,3.9,1726  Reviews,9-11 Yrs,Not disclosed,Bengaluru,BO MIS for SAP . AP Migration toe AWS cloud    Basis efforts include     1. AS-IS mig...,SAP,ECC,MIS,solman,Cloud,AWS,Solution Architect,Testing,16 Days Ago,Engineering_Software_QA,9.0,,Bengaluru
IOS Developer,Vaillant Diligent Infosystems Pvt. Ltd.,,,2-4 Yrs,Not disclosed,"Hyderabad, Chennai",Vaillant Diligent Infosystems Pvt. Ltd. is looking for IOS Developer to join our dynami...,core data,c++,c,sqlite,interface builder,ios,xcode,mobile application development,16 Days Ago,Engineering_Software_QA,2.0,,Hyderabad
Technical Architect,Infinite Computer Solutions India Pvt. Ltd.,3.5,1118  Reviews,5-9 Yrs,Not disclosed,Bengaluru,AWS certifications such as AWS Certified Solutions Architect - Professional is mandator...,Interpersonal skills,Operational excellence,cloud security,Networking,Access management,Network security,Performance analysis,Troubleshooting,16 Days Ago,Engineering_Software_QA,5.0,,Bengaluru
Software Engineer,Infinite Computer Solutions India Pvt. Ltd.,3.5,1118  Reviews,2-4 Yrs,Not disclosed,Hyderabad,2 to 4 years experienced ETL Informatica resource.      Strong SQL background       ...,Informatica,SSIS,SQL,Software,Software engineering,,,,16 Days Ago,Engineering_Software_QA,2.0,,Hyderabad
Senior Software Engineer,Infinite Computer Solutions India Pvt. Ltd.,3.5,1118  Reviews,4-5 Yrs,Not disclosed,Hyderabad,4 to 5 years experienced ETL Informatica resource.      Experienced building stored ...,Data analytics,Informatica,Stored procedures,SSIS,Teradata,SQL,Software,Data,16 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Senior Software Engineer,Infinite Computer Solutions India Pvt. Ltd.,3.5,1118  Reviews,3-6 Yrs,Not disclosed,Bengaluru,". Analytics / SQL/Looker . 3+ years of data engineering experience, preferably with one...",Data modeling,GCP,telco,Cloud,AWS,ANSI,Analytics,SQL,16 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
Software Engineer II,Microsoft,4.1,1440  Reviews,4-5 Yrs,Not disclosed,Hyderabad,. Bachelors Degree in Computer Science or related technical field AND 2+ years technica...,Computer science,C++,Coding,Focus,Debugging,Javascript,Application development,Windows,16 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Senior Software Engineer,Microsoft,4.1,1440  Reviews,7-9 Yrs,Not disclosed,Hyderabad,Required / Minimum Qualifications OR . 7 . + years of relevant experience . Ability to ...,Computer science,Backend,C++,Software design,Coding,Agile,SIP,microsoft,16 Days Ago,Engineering_Software_QA,7.0,,Hyderabad
Senior Software Engineer,Microsoft,4.1,1440  Reviews,7-9 Yrs,Not disclosed,Hyderabad,Required Qualifications : . BS in Computer Science or equivalent degree . 7+ years of i...,System architecture,C++,Linux,Coding,Debugging,Javascript,Windows,Firmware,16 Days Ago,Engineering_Software_QA,7.0,,Hyderabad
Senior Software Engineer,Microsoft,4.1,1440  Reviews,2-7 Yrs,Not disclosed,Hyderabad,. Bachelors Degree in Computer Science or related technical field AND 2+ years technica...,Computer science,C++,Software design,Front end,Coding,Javascript,Agile,Data structures,16 Days Ago,Engineering_Software_QA,2.0,,Hyderabad
"Program Manager, Shared Data Services",Microsoft,4.1,1440  Reviews,3-7 Yrs,Not disclosed,Bengaluru,"Bachelor s degree in computer science, Management Information Systems, or related data ...",Product management,Computer science,Automation,Performance management,Machine learning,Budgeting,Business intelligence,microsoft,16 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
SHOPIFY DEVELOPER,Zorya Fashions,3.7,14  Reviews,1-4 Yrs,Not disclosed,Hyderabad,Suhani Pittie is looking for SHOPIFY DEVELOPER to join our dynamic team and embark on a...,css,api integration,web services,customization,wordpress,android,html/css,bootstrap,16 Days Ago,Engineering_Software_QA,1.0,,Hyderabad
Outreach Leader,Jalodbust,5.0,2  Reviews,2-5 Yrs,Not disclosed,Bengaluru,"They also need to be good listeners, open to feedback and ideas . Inspiration: Leaders ...",diagnosis,problem solving,training,patient care,optics,quality monitoring,sales,healthcare,16 Days Ago,Engineering_Software_QA,2.0,,Bengaluru
Site Reliability Engineer - Observability,Alteryx,4.5,6  Reviews,3-4 Yrs,Not disclosed,Bengaluru,"2-4 years experience designing, programming and / or operating distributed systems soft...",remediation,Product engineering,orchestration,GCP,Debugging,Javascript,Customer service,Troubleshooting,16 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
Quality Assurance Analyst,Infor,4.1,442  Reviews,2-5 Yrs,Not disclosed,Hyderabad,"Bachelor s degree in computer science, Informaon Technology, or related fieldRequired s...",PLM,Computer science,Quality Assurance Analyst,Test case execution,Test scripts,Debugging,Log analysis,SQL,16 Days Ago,Engineering_Software_QA,2.0,,Hyderabad
"Quality Assurance Analyst, Associate",Infor,4.1,442  Reviews,1-4 Yrs,Not disclosed,Hyderabad,Required skills: . Able to help the team members as and when required . Good analytical...,Quality Assurance Analyst,Automation,Analytical,Debugging,Test execution,Maintenance Manager,Selenium,Test cases,16 Days Ago,Engineering_Software_QA,1.0,,Hyderabad
"Software Engineer, Principal",Infor,4.1,442  Reviews,5-9 Yrs,Not disclosed,Hyderabad,Basic Qualifications: . Bachelors of Science in Computer Science or equivalent work exp...,Computer science,Maven,Hibernate,Manager Quality Assurance,GIT,Configuration management,J2Ee,JSON,16 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Associate Salesforce Administrator,Align Technology,3.4,27  Reviews,1-3 Yrs,Not disclosed,Hyderabad,"Manage operational requests including customer master data, Territory assignments, Visi...",Medical devices,Salesforce Administrator,Excel,Data management,VLOOKUP,Analytical,Machine learning,Agile,16 Days Ago,Engineering_Software_QA,1.0,,Hyderabad
"System Administrator, ServiceNow HRSD",Align Technology,3.4,27  Reviews,5-7 Yrs,Not disclosed,Hyderabad,. We are seeking a proficient and experienced ServiceNow HRSD System Administrator to j...,Material science,Access management,Machine learning,Javascript,Manager Technology,Workflow,HTML,data integrity,16 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
"Technical Architect, ServiceNow HRSD",Align Technology,3.4,27  Reviews,5-6 Yrs,Not disclosed,Hyderabad,. ServiceNow Certified Implementation Specialist - HRSD certification is highly desirab...,Service delivery,Manager Quality Assurance,Material science,Project management,Machine learning,Javascript,Manager Technology,Workflow,16 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
DevOps Engineer (Kubernetes),Global Pharma Tek,2.7,18  Reviews,5-7 Yrs,Not disclosed,Bengaluru,Qualifications: Atleast 5 years of proven experience as a DevOps engineer or similar ro...,Computer science,Automation,Cloud Services,devops,Build management,Manager Technology,Workflow,Issue resolution,16 Days Ago,Engineering_Software_QA,5.0,,Bengaluru
Java Fullstack Developer,Global Pharma Tek,2.7,18  Reviews,6-10 Yrs,Not disclosed,Bengaluru,"Troubleshoot, debug and upgrade existing software. Qualification: Bachelor s degree in ...",Computer science,spring boot,Hibernate,Manager Quality Assurance,GIT,Coding,Analytical,Javascript,16 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
